Point,PointYear,TransectNum,Grid,Stratum,Season,DATE,StratumYear,TransectVisitObserver,gc_shrub_50m,shrub_height_50m,gc_grass_50m,grass_height_50m,gc_forb_50m,gc_bare_50m,gc_litter_50m,gc_woody_50m,gc_tumbleweed_50m,gc_other_50m,gc_grass_nubs_50m,shrub_cover,primaryHabitat,gc_shrub_05m,shrub_height_05m,gc_grass_05m,grass_height_05m,gc_forb_05m,gc_bare_05m,gc_litter_05m,gc_woody_05m,gc_tumbleweed_05m,gc_other_05m,gc_grass_nubs_05m,grass_species_1,grass_species_1_pct,grass_species_2,grass_species_2_pct,GrassSpecies1ScientificName,GrassSpecies1CommonName,GrassSpecies1Code2,GrassSpecies1Code6,GrassSpecies2ScientificName,GrassSpecies2CommonName,GrassSpecies2Code2,GrassSpecies2Code6,ShrubLayerCode6_1,ShrubLayerSpeciesAbundance_1,ShrubLayerCommonName_1,ShrubLayerScientificName_1,ShrubLayerCode6_2,ShrubLayerSpeciesAbundance_2,ShrubLayerCommonName_2,ShrubLayerScientificName_2
HC7-208,2020-HC7-208,HC7-2,HC7,HC,2020,"domingo, 5 de enero de 2020",HC-2020,SFALI,10,35,25,10,1,52,1,1,0,10,1,5,GR,5,30,38,10,1,45,1,0,0,10,1,60,50,19,40,Setaria sp.,NA,SS,SET_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,NOLTEX,90,NA,Nolina texana,MIMBIU,5,Catclaw Mimosa,Mimosa biuncifera
HC7-302,2020-HC7-302,HC7-3,HC7,HC,2020,"domingo, 5 de enero de 2020",HC-2020,SFALI,1,30,27,10,5,59,1,1,1,5,1,1,GR,1,25,40,5,1,55,1,0,0,1,1,19,90,6,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,AGA_SP,40,Agave,Agave sp.,MIMBIU,30,Catclaw Mimosa,Mimosa biuncifera
HC7-304,2020-HC7-304,HC7-3,HC7,HC,2020,"domingo, 5 de enero de 2020",HC-2020,SFALI,1,45,19,15,1,75,1,1,1,1,0,1,GR,1,30,14,10,1,82,1,1,1,1,0,6,90,19,5,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,MIMBIU,80,Catclaw Mimosa,Mimosa biuncifera,PRO_SP,10,Mesquite,Prosopis sp.
HC7-306,2020-HC7-306,HC7-3,HC7,HC,2020,"domingo, 5 de enero de 2020",HC-2020,SFALI,5,30,38,10,1,50,1,0,5,0,1,3,GR,5,20,22,10,1,70,1,0,1,0,1,17,90,15,10,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Bouteloua curtipendula,NA,B2,BOUCUR,AGA_SP,5,Agave,Agave sp.,MIMBIU,90,Catclaw Mimosa,Mimosa biuncifera
HC7-308,2020-HC7-308,HC7-3,HC7,HC,2020,"domingo, 5 de enero de 2020",HC-2020,SFALI,5,35,29,10,1,60,1,1,1,1,1,2,GR,1,40,30,10,1,65,1,1,0,1,1,42,70,6,30,Hilaria belangeri,NA,HB,HILBEL,Aristida sp.,Aristida sp,AR,ARI_SP,NOLTEX,80,NA,Nolina texana,PRO_SP,10,Mesquite,Prosopis sp.
HC8-102,2020-HC8-102,HC8-1,HC8,HC,2020,"domingo, 5 de enero de 2020",HC-2020,MDERB,10,50,46,25,1,34,5,0,1,1,1,12,GR,1,30,50,20,1,43,5,0,1,0,1,19,45,6,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,40,Soaptree Yucca,Yucca elata,NOLTEX,35,NA,Nolina texana
HC8-104,2020-HC8-104,HC8-1,HC8,HC,2020,"domingo, 5 de enero de 2020",HC-2020,MDERB,20,90,38,15,5,32,5,0,1,0,1,27,XX,5,50,49,5,1,40,5,0,0,0,1,11,50,19,40,Bothriochloa sp.,NA,B6,BOT_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,YUCELA,65,Soaptree Yucca,Yucca elata,KOESPI,15,Allthorn,Koeberlinia spinosa
HC8-106,2020-HC8-106,HC8-1,HC8,HC,2020,"domingo, 5 de enero de 2020",HC-2020,MDERB,27,75,19,5,1,50,1,1,1,1,1,40,DS,5,65,17,5,1,70,1,0,5,1,1,59,70,67,10,Scleropogon brevifolius,NA,SB,SCLBRE,Tridens muticus,NA,TM,TRIMUT,PROPUB,40,Screwbean Mesquite,Prosopis pubescens,EPHTRI,35,Mormon Tea,Ephedra trifurca
HC8-108,2020-HC8-108,HC8-1,HC8,HC,2020,"domingo, 5 de enero de 2020",HC-2020,MDERB,1,60,42,25,1,45,1,0,1,5,1,3,GR,1,40,42,20,1,45,1,0,0,5,1,6,60,26,35,Aristida sp.,Aristida sp,AR,ARI_SP,Dasyochloa sp. ,NA,D7,DAS_SP,YUCELA,45,Soaptree Yucca,Yucca elata,NOLTEX,40,NA,Nolina texana
HC8-202,2020-HC8-202,HC8-2,HC8,HC,2020,"domingo, 5 de enero de 2020",HC-2020,MDERB,10,35,55,30,1,33,1,0,1,1,1,11,GR,1,30,54,25,1,30,5,0,0,10,1,19,85,10,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Bothriochloa barbinodis,NA,BI,BOTBAR,NOLTEX,85,NA,Nolina texana,YUCELA,5,Soaptree Yucca,Yucca elata
HC8-204,2020-HC8-204,HC8-2,HC8,HC,2020,"domingo, 5 de enero de 2020",HC-2020,MDERB,1,35,53,15,1,35,5,0,1,5,1,3,GR,0,NA,43,5,5,50,1,0,0,1,1,19,45,25,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Dasyochloa pulchella,NA,DP,DASPUL,YUCELA,45,Soaptree Yucca,Yucca elata,NOLTEX,40,NA,Nolina texana
HC8-206,2020-HC8-206,HC8-2,HC8,HC,2020,"domingo, 5 de enero de 2020",HC-2020,MDERB,20,70,37,20,5,30,5,1,1,1,1,27,SH,1,30,35,10,5,47,5,1,1,1,1,19,45,93,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Setaria macrostachya,NA,NA,SETMAC,YUCELA,40,Soaptree Yucca,Yucca elata,PROGLA,35,Honey Mesquite,Prosopis glandulosa
HC8-208,2020-HC8-208,HC8-2,HC8,HC,2020,"domingo, 5 de enero de 2020",HC-2020,MDERB,20,40,27,10,1,32,5,5,1,10,1,24,XX,5,30,40,10,5,44,1,0,0,5,1,19,50,6,45,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUC_SP,50,Yucca,Yucca sp.,CONERI,20,Javelina Bush,Condalia ericoides
HC8-302,2020-HC8-302,HC8-3,HC8,HC,2020,"domingo, 5 de enero de 2020",HC-2020,MDERB,1,55,59,25,5,25,5,0,1,5,1,3,GR,0,NA,45,20,5,40,5,0,1,5,1,6,90,19,5,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,YUC_SP,85,Yucca,Yucca sp.,NOLTEX,5,NA,Nolina texana
HC8-304,2020-HC8-304,HC8-3,HC8,HC,2020,"domingo, 5 de enero de 2020",HC-2020,MDERB,5,60,54,30,5,25,5,1,1,5,1,7,GR,1,40,68,25,1,20,5,0,0,5,0,19,45,6,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,80,Soaptree Yucca,Yucca elata,NOLTEX,10,NA,Nolina texana
HC8-306,2020-HC8-306,HC8-3,HC8,HC,2020,"domingo, 5 de enero de 2020",HC-2020,MDERB,20,50,35,15,5,30,5,1,1,5,1,22,DS,0,NA,38,5,1,50,1,0,0,10,1,19,45,26,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Dasyochloa sp. ,NA,D7,DAS_SP,YUCELA,85,Soaptree Yucca,Yucca elata,EPH_SP,5,Mormon Tea,Ephedra sp.
HC8-308,2020-HC8-308,HC8-3,HC8,HC,2020,"domingo, 5 de enero de 2020",HC-2020,MDERB,10,45,56,10,5,41,1,1,1,5,1,15,GR,1,30,50,5,1,48,1,0,0,1,1,19,90,11,5,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Bothriochloa sp.,NA,B6,BOT_SP,YUCELA,5,Soaptree Yucca,Yucca elata,PRO_SP,90,Mesquite,Prosopis sp.
HC9-102,2020-HC9-102,HC9-1,HC9,HC,2020,"domingo, 5 de enero de 2020",HC-2020,ACT,5,140,23,25,5,64,1,1,1,1,0,7,GR,1,90,30,20,1,68,1,0,0,1,0,17,60,10,20,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Bothriochloa barbinodis,NA,BI,BOTBAR,PROGLA,80,Honey Mesquite,Prosopis glandulosa,CYLIMB,10,Tree Cholla,Cylindropuntia imbricata
HC9-104,2020-HC9-104,HC9-1,HC9,HC,2020,"domingo, 5 de enero de 2020",HC-2020,ACT,1,100,30,25,5,56,5,1,1,1,0,1,GR,5,50,45,15,1,47,1,1,1,1,0,17,80,6,10,Bouteloua gracilis,Blue Grama,BG,BOUGRA,Aristida sp.,Aristida sp,AR,ARI_SP,CYLIMB,50,Tree Cholla,Cylindropuntia imbricata,CONERI,30,Javelina Bush,Condalia ericoides
HC9-106,2020-HC9-106,HC9-1,HC9,HC,2020,"domingo, 5 de enero de 2020",HC-2020,ACT,1,90,37,25,5,50,1,0,5,1,0,1,GR,1,110,20,20,1,72,1,0,5,0,0,19,60,6,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,60,Soaptree Yucca,Yucca elata,EPH_SP,30,Mormon Tea,Ephedra sp.
HC9-108,2020-HC9-108,HC9-1,HC9,HC,2020,"domingo, 5 de enero de 2020",HC-2020,ACT,1,70,55,15,1,40,1,1,1,1,0,1,GR,0,NA,45,15,1,52,2,0,1,0,0,19,70,6,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,70,Soaptree Yucca,Yucca elata,CONERI,20,Javelina Bush,Condalia ericoides
HC9-202,2020-HC9-202,HC9-2,HC9,HC,2020,"domingo, 5 de enero de 2020",HC-2020,ACT,1,70,30,40,1,62,1,0,0,5,0,3,GR,1,70,40,40,1,57,1,0,0,1,0,19,40,10,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Bothriochloa barbinodis,NA,BI,BOTBAR,NOLTEX,60,NA,Nolina texana,EPH_SP,39,Mormon Tea,Ephedra sp.
HC9-204,2020-HC9-204,HC9-2,HC9,HC,2020,"domingo, 5 de enero de 2020",HC-2020,ACT,1,100,25,20,5,63,5,0,1,1,0,2,GR,0,NA,10,20,1,88,5,0,1,1,0,19,50,10,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Bothriochloa barbinodis,NA,BI,BOTBAR,EPH_SP,70,Mormon Tea,Ephedra sp.,NOLTEX,30,NA,Nolina texana
HC9-206,2020-HC9-206,HC9-2,HC9,HC,2020,"domingo, 5 de enero de 2020",HC-2020,ACT,1,150,25,30,5,68,1,0,1,1,0,2,GR,5,100,10,30,1,83,1,0,0,1,0,6,50,10,30,Aristida sp.,Aristida sp,AR,ARI_SP,Bothriochloa barbinodis,NA,BI,BOTBAR,NOLTEX,40,NA,Nolina texana,YUCELA,40,Soaptree Yucca,Yucca elata
HC9-208,2020-HC9-208,HC9-2,HC9,HC,2020,"domingo, 5 de enero de 2020",HC-2020,ACT,1,90,40,40,5,34,5,0,5,1,0,1,GR,0,NA,55,20,1,38,5,0,1,0,0,19,40,6,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,YUCELA,70,Soaptree Yucca,Yucca elata,CONERI,20,Javelina Bush,Condalia ericoides
HC9-302,2020-HC9-302,HC9-3,HC9,HC,2020,"domingo, 5 de enero de 2020",HC-2020,ACT,1,50,37,15,5,55,1,1,1,1,0,1,GR,0,NA,29,25,5,60,5,1,1,0,0,6,70,60,10,Aristida sp.,Aristida sp,AR,ARI_SP,Setaria sp.,NA,SS,SET_SP,CONERI,80,Javelina Bush,Condalia ericoides,EPH_SP,10,Mormon Tea,Ephedra sp.
HC9-304,2020-HC9-304,HC9-3,HC9,HC,2020,"domingo, 5 de enero de 2020",HC-2020,ACT,1,40,48,20,1,45,5,0,1,1,0,1,GR,0,NA,20,15,1,77,1,1,0,0,0,6,60,19,30,Aristida sp.,Aristida sp,AR,ARI_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,CONERI,90,Javelina Bush,Condalia ericoides,EPH_SP,10,Mormon Tea,Ephedra sp.
HC9-306,2020-HC9-306,HC9-3,HC9,HC,2020,"domingo, 5 de enero de 2020",HC-2020,ACT,1,40,36,20,5,51,5,1,1,1,0,1,GR,0,NA,13,10,5,81,1,0,1,1,0,19,70,6,30,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Aristida sp.,Aristida sp,AR,ARI_SP,CONERI,80,Javelina Bush,Condalia ericoides,PROGLA,10,Honey Mesquite,Prosopis glandulosa
HC9-308,2020-HC9-308,HC9-3,HC9,HC,2020,"domingo, 5 de enero de 2020",HC-2020,ACT,5,180,40,20,1,48,1,0,5,1,0,7,GR,0,NA,15,15,1,84,1,0,1,0,0,56,50,19,40,Panicum sp.,NA,PS,PAN_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PROGLA,70,Honey Mesquite,Prosopis glandulosa,CYLIMB,20,Tree Cholla,Cylindropuntia imbricata
HT10-102,2020-HT10-102,HT10-1,HT10,HT,2020,"jueves, 16 de enero de 2020",HT-2020,MDERB,27,70,20,10,5,60,5,1,0,1,1,33,DS,5,50,5,5,1,87,1,1,0,1,1,59,50,19,45,Scleropogon brevifolius,NA,SB,SCLBRE,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,FLOCER,50,Tarbush,Flourensia cernua,KOESPI,35,Allthorn,Koeberlinia spinosa
HT10-104,2020-HT10-104,HT10-1,HT10,HT,2020,"jueves, 16 de enero de 2020",HT-2020,MDERB,10,65,49,10,5,30,5,1,0,1,1,15,GR,10,75,40,10,1,45,5,0,0,1,1,59,40,37,35,Scleropogon brevifolius,NA,SB,SCLBRE,Eragrostis sp.,NA,E5,ERA_SP,FLOCER,40,Tarbush,Flourensia cernua,KOESPI,30,Allthorn,Koeberlinia spinosa
HT10-106,2020-HT10-106,HT10-1,HT10,HT,2020,"jueves, 16 de enero de 2020",HT-2020,MDERB,20,85,40,15,5,39,5,1,1,1,1,25,SH,5,60,35,10,1,53,5,1,0,1,1,19,40,59,35,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Scleropogon brevifolius,NA,SB,SCLBRE,FLOCER,60,Tarbush,Flourensia cernua,PRO_SP,25,Mesquite,Prosopis sp.
HT10-108,2020-HT10-108,HT10-1,HT10,HT,2020,"jueves, 16 de enero de 2020",HT-2020,MDERB,20,110,30,15,5,49,5,1,1,1,1,30,SH,10,65,25,10,5,54,5,0,0,1,1,59,40,44,30,Scleropogon brevifolius,NA,SB,SCLBRE,Hilaria sp.,NA,HS,HIL_SP,CONERI,35,Javelina Bush,Condalia ericoides,PRO_SP,50,Mesquite,Prosopis sp.
HT10-202,2020-HT10-202,HT10-2,HT10,HT,2020,"domingo, 19 de enero de 2020",HT-2020,MDERB,20,100,34,15,5,35,5,1,0,1,1,30,SH,5,55,25,10,1,68,1,0,0,0,1,59,50,19,20,Scleropogon brevifolius,NA,SB,SCLBRE,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PRO_SP,15,Mesquite,Prosopis sp.,FLOCER,80,Tarbush,Flourensia cernua
HT10-204,2020-HT10-204,HT10-2,HT10,HT,2020,"domingo, 19 de enero de 2020",HT-2020,MDERB,20,70,35,20,5,33,5,1,0,1,1,30,SH,20,75,27,20,5,42,5,1,0,0,1,44,60,19,35,Hilaria sp.,NA,HS,HIL_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PRO_SP,15,Mesquite,Prosopis sp.,FLOCER,80,Tarbush,Flourensia cernua
HT10-206,2020-HT10-206,HT10-2,HT10,HT,2020,"domingo, 19 de enero de 2020",HT-2020,MDERB,20,65,30,20,5,34,5,5,0,1,1,35,SH,10,60,35,20,1,48,5,1,0,1,1,59,50,19,35,Scleropogon brevifolius,NA,SB,SCLBRE,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,KOESPI,25,Allthorn,Koeberlinia spinosa,FLOCER,70,Tarbush,Flourensia cernua
HT10-208,2020-HT10-208,HT10-2,HT10,HT,2020,"domingo, 19 de enero de 2020",HT-2020,MDERB,30,170,20,20,5,37,5,1,1,1,1,45,SH,20,150,25,20,5,45,5,0,0,1,1,19,60,44,35,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Hilaria sp.,NA,HS,HIL_SP,PRO_SP,70,Mesquite,Prosopis sp.,YUCELA,25,Soaptree Yucca,Yucca elata
HT10-302,2020-HT10-302,HT10-3,HT10,HT,2020,"domingo, 19 de enero de 2020",HT-2020,MDERB,30,80,20,20,1,43,5,1,0,1,1,40,SH,20,50,20,10,1,53,5,1,0,1,1,19,60,59,25,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Scleropogon brevifolius,NA,SB,SCLBRE,PRO_SP,20,Mesquite,Prosopis sp.,FLOCER,60,Tarbush,Flourensia cernua
HT10-304,2020-HT10-304,HT10-3,HT10,HT,2020,"domingo, 19 de enero de 2020",HT-2020,MDERB,30,120,20,20,1,43,5,1,0,1,1,40,SH,20,55,25,15,1,49,5,0,0,1,1,19,45,56,35,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Panicum sp.,NA,PS,PAN_SP,FLOCER,70,Tarbush,Flourensia cernua,PRO_SP,15,Mesquite,Prosopis sp.
HT10-306,2020-HT10-306,HT10-3,HT10,HT,2020,"domingo, 19 de enero de 2020",HT-2020,MDERB,20,100,30,25,1,43,5,1,0,1,1,30,SH,5,40,20,10,0,72,1,1,0,0,1,44,60,19,25,Hilaria sp.,NA,HS,HIL_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,FLOCER,55,Tarbush,Flourensia cernua,PRO_SP,35,Mesquite,Prosopis sp.
HT10-308,2020-HT10-308,HT10-3,HT10,HT,2020,"domingo, 19 de enero de 2020",HT-2020,MDERB,25,115,20,25,5,44,5,1,0,1,1,35,SH,10,55,15,5,1,69,5,0,0,0,1,59,50,19,40,Scleropogon brevifolius,NA,SB,SCLBRE,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,FLOCER,25,Tarbush,Flourensia cernua,PRO_SP,60,Mesquite,Prosopis sp.
HT1-102,2020-HT1-102,HT1-1,HT1,HT,2020,"miércoles, 8 de enero de 2020",HT-2020,SFALI,20,35,30,5,1,45,1,1,0,1,1,12,SH,18,30,10,5,0,70,1,0,0,0,1,57,50,6,40,Pleuraphis mutica,NA,PM,PLEMUT,Aristida sp.,Aristida sp,AR,ARI_SP,FLOCER,60,Tarbush,Flourensia cernua,PROGLA,30,Honey Mesquite,Prosopis glandulosa
HT1-104,2020-HT1-104,HT1-1,HT1,HT,2020,"miércoles, 8 de enero de 2020",HT-2020,SFALI,20,40,25,10,1,47,5,1,0,1,1,10,SH,22,50,10,10,1,65,1,0,0,0,1,6,60,57,30,Aristida sp.,Aristida sp,AR,ARI_SP,Pleuraphis mutica,NA,PM,PLEMUT,FLOCER,70,Tarbush,Flourensia cernua,PROGLA,20,Honey Mesquite,Prosopis glandulosa
HT1-106,2020-HT1-106,HT1-1,HT1,HT,2020,"miércoles, 8 de enero de 2020",HT-2020,SFALI,30,165,31,15,1,35,1,0,0,1,1,15,SH,30,180,43,15,1,20,5,0,0,1,0,57,70,19,20,Pleuraphis mutica,NA,PM,PLEMUT,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,ZIZOBT,10,Graythorn/Lotebush,Ziziphus obtusifolia,PROGLA,80,Honey Mesquite,Prosopis glandulosa
HT1-108,2020-HT1-108,HT1-1,HT1,HT,2020,"miércoles, 8 de enero de 2020",HT-2020,SFALI,20,90,30,10,1,42,5,0,0,1,1,12,SH,10,25,22,5,0,66,1,0,0,0,1,57,60,19,40,Pleuraphis mutica,NA,PM,PLEMUT,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PROGLA,90,Honey Mesquite,Prosopis glandulosa,KOESPI,5,Allthorn,Koeberlinia spinosa
HT1-202,2020-HT1-202,HT1-2,HT1,HT,2020,"miércoles, 8 de enero de 2020",HT-2020,SFALI,20,115,22,20,1,50,5,0,0,1,1,6,SH,20,130,21,10,1,55,1,0,0,1,1,57,90,19,10,Pleuraphis mutica,NA,PM,PLEMUT,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PROGLA,95,Honey Mesquite,Prosopis glandulosa,ZIZOBT,5,Graythorn/Lotebush,Ziziphus obtusifolia
HT1-204,2020-HT1-204,HT1-2,HT1,HT,2020,"miércoles, 8 de enero de 2020",HT-2020,SFALI,10,70,27,10,1,58,1,1,0,1,1,6,SH,20,35,5,5,0,73,1,0,0,0,1,57,95,6,5,Pleuraphis mutica,NA,PM,PLEMUT,Aristida sp.,Aristida sp,AR,ARI_SP,PROGLA,90,Honey Mesquite,Prosopis glandulosa,ZIZOBT,10,Graythorn/Lotebush,Ziziphus obtusifolia
HT1-206,2020-HT1-206,HT1-2,HT1,HT,2020,"miércoles, 8 de enero de 2020",HT-2020,SFALI,20,85,32,15,1,40,5,0,0,1,1,8,SH,32,70,20,15,0,45,1,0,0,1,1,19,90,57,10,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Pleuraphis mutica,NA,PM,PLEMUT,PROGLA,100,Honey Mesquite,Prosopis glandulosa,NA,NA,NA,NA
HT1-208,2020-HT1-208,HT1-2,HT1,HT,2020,"miércoles, 8 de enero de 2020",HT-2020,SFALI,20,95,43,30,1,24,10,0,0,1,1,10,SH,1,40,55,25,1,36,5,0,0,1,1,57,90,19,10,Pleuraphis mutica,NA,PM,PLEMUT,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PROGLA,100,Honey Mesquite,Prosopis glandulosa,NA,NA,NA,NA
HT12-102,2020-HT12-102,HT12-1,HT12,HT,2020,"viernes, 28 de febrero de 2020",HT-2020,AHAWK,10,95,35,15,5,38,5,1,1,1,5,15,MB,1,65,60,10,1,34,5,0,0,1,0,56,92,19,5,Panicum sp.,NA,PS,PAN_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,ZIZOBT,1,Graythorn/Lotebush,Ziziphus obtusifolia,PROGLA,99,Honey Mesquite,Prosopis glandulosa
HT12-104,2020-HT12-104,HT12-1,HT12,HT,2020,"viernes, 28 de febrero de 2020",HT-2020,AHAWK,20,70,30,15,1,32,5,1,5,1,5,25,MB,1,30,40,20,1,49,10,0,0,1,1,44,80,19,20,Hilaria sp.,NA,HS,HIL_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PROGLA,99,Honey Mesquite,Prosopis glandulosa,YUCELA,1,Soaptree Yucca,Yucca elata
HT12-106,2020-HT12-106,HT12-1,HT12,HT,2020,"viernes, 28 de febrero de 2020",HT-2020,AHAWK,35,65,20,15,1,35,1,1,1,1,5,35,MB,5,35,5,5,0,86,1,1,0,1,1,102,80,53,10,Scleropogon brevifolius,Burrograss,NA,SCL_SP,Muhlenbergia sp.,Muhlenbergia sp,MU,MUH_SP,PROGLA,99,Honey Mesquite,Prosopis glandulosa,YUCELA,1,Soaptree Yucca,Yucca elata
HT12-108,2020-HT12-108,HT12-1,HT12,HT,2020,"viernes, 28 de febrero de 2020",HT-2020,AHAWK,25,85,10,15,0,62,1,1,1,1,1,29,MB,5,110,5,5,0,89,1,1,1,1,0,102,98,19,2,Scleropogon brevifolius,Burrograss,NA,SCL_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PROGLA,98,Honey Mesquite,Prosopis glandulosa,KOESPI,2,Allthorn,Koeberlinia spinosa
HT12-202,2020-HT12-202,HT12-2,HT12,HT,2020,"viernes, 28 de febrero de 2020",HT-2020,AHAWK,20,70,25,15,0,44,5,1,1,1,5,25,MB,1,60,15,15,0,73,1,0,0,1,10,19,60,44,40,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Hilaria sp.,NA,HS,HIL_SP,PROGLA,99,Honey Mesquite,Prosopis glandulosa,YUCELA,1,Soaptree Yucca,Yucca elata
HT12-204,2020-HT12-204,HT12-2,HT12,HT,2020,"viernes, 28 de febrero de 2020",HT-2020,AHAWK,20,60,20,15,0,76,1,1,1,1,1,24,MB,1,35,10,10,0,89,1,1,0,1,1,102,80,19,20,Scleropogon brevifolius,Burrograss,NA,SCL_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,YUCELA,1,Soaptree Yucca,Yucca elata,PROGLA,99,Honey Mesquite,Prosopis glandulosa
HT12-206,2020-HT12-206,HT12-2,HT12,HT,2020,"viernes, 28 de febrero de 2020",HT-2020,AHAWK,20,50,20,15,0,51,5,1,1,1,1,25,MB,1,40,20,15,0,78,1,1,0,1,1,102,95,53,5,Scleropogon brevifolius,Burrograss,NA,SCL_SP,Muhlenbergia sp.,Muhlenbergia sp,MU,MUH_SP,YUCELA,1,Soaptree Yucca,Yucca elata,PROGLA,99,Honey Mesquite,Prosopis glandulosa
HT12-208,2020-HT12-208,HT12-2,HT12,HT,2020,"viernes, 28 de febrero de 2020",HT-2020,AHAWK,25,120,10,15,0,56,5,1,1,1,1,29,MB,1,55,5,5,0,90,1,1,1,1,1,102,97,53,2,Scleropogon brevifolius,Burrograss,NA,SCL_SP,Muhlenbergia sp.,Muhlenbergia sp,MU,MUH_SP,ATRCAN,1,Fourwing Saltbush,Atriplex canescens,PROGLA,99,Honey Mesquite,Prosopis glandulosa
HT12-302,2020-HT12-302,HT12-3,HT12,HT,2020,"viernes, 28 de febrero de 2020",HT-2020,AHAWK,20,100,25,15,1,45,5,1,1,1,5,25,MB,0,NA,15,10,1,83,1,0,1,1,0,102,95,19,5,Scleropogon brevifolius,Burrograss,NA,SCL_SP,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,YUCELA,1,Soaptree Yucca,Yucca elata,PROGLA,99,Honey Mesquite,Prosopis glandulosa
HT12-304,2020-HT12-304,HT12-3,HT12,HT,2020,"viernes, 28 de febrero de 2020",HT-2020,AHAWK,20,105,29,15,0,45,1,1,0,1,5,25,MB,1,55,30,10,0,63,1,0,0,0,5,19,80,53,20,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,Muhlenbergia sp.,Muhlenbergia sp,MU,MUH_SP,PROGLA,93,Honey Mesquite,Prosopis glandulosa,YUCELA,5,Soaptree Yucca,Yucca elata
HT1-302,2020-HT1-302,HT1-3,HT1,HT,2020,"miércoles, 8 de enero de 2020",HT-2020,SFALI,20,60,34,20,1,37,5,0,1,1,1,5,GR,0,NA,72,15,1,20,5,0,0,1,1,57,90,19,10,Pleuraphis mutica,NA,PM,PLEMUT,Bouteloua sp.,Bouteloua sp.,BO,BOU_SP,PROGLA,95,Honey Mesquite,Prosopis glandulosa,YUCELA,5,Soaptree Yucca,Yucca elata
HT1-304,2020-HT1-304,HT1-3,HT1,HT,2020,"miércoles, 8 de enero de 2020",HT-2020,SFALI,10,65,50,20,1,32,5,0,1,1,1,3,GR,0,NA,43,15,1,50,5,0,0,0,1,57,95,6,5,Pleuraphis mutica,NA,PM,PLEMUT,Aristida sp.,Aristida sp,AR,ARI_SP,YUC_SP,5,Yucca,Yucca sp.,PROGLA,95,Honey Mesquite,Prosopis glandulosa
